locationId,providerId,locationName,registrationStatus,registrationDate,addressLine1,town,postcode,region,localAuthority,constituency,latitude,longitude,phoneNumber,regulatedActivities,gacServiceTypes,overallRating,overallRatingDate,numberOfBeds,website
1-10064258273,1-9491037344,Kent Case Management Ltd,Registered,30/12/2020,"The Stables, Bradbourne House,",West Malling,ME19 6DZ,South East,Kent,Maidstone and Malling,51.295547,0.4417548,7741497668,Personal care,Homecare agencies,Good,18/03/2022,0,www.kentcasemanagement.co.uk
1-10086956930,1-8974776775,Assured Healthcare Limited,Registered,24/12/2020,75 Wiltshire Close,Chatham,ME5 7SS,South East,Medway,Chatham and Aylesford,51.3652646,0.547372,1634320013,"Personal care; Treatment of disease, disorder or injury",Community services - Healthcare; Homecare agencies; Supported living,,,0,www.assuredhc.co.uk
1-10087632956,1-6192052130,Royalcare- Thanet,Registered,23/12/2020,Kent Innovation Centre,Broadstairs,CT10 2QQ,South East,Kent,East Thanet,51.358932,1.406302,1843838122,Personal care,Homecare agencies,Requires improvement,25/05/2022,0,www.royalcare24.co.uk
1-10204301199,1-118164017,Priory Supported Living Kent,Registered,25/02/2021,Buckland,Dover,CT17 0TQ,South East,Kent,Dover and Deal,51.1353848,1.2986252,1304202010,Personal care,Homecare agencies; Supported living,Good,11/11/2022,0,www.prioryadultcare.co.uk
1-10200463066,1-3982604534,PCAS Kent Ltd,Registered,14/01/2021,Unit 5,Faversham,ME13 8GD,South East,Kent,Faversham and Mid Kent,51.310679,0.8983101,3300535919,Personal care,Homecare agencies,,,0,
1-10212079624,1-102643252,SeeAbility - Kent Supported Living,Registered,14/01/2021,Laburnum House,Birchington,CT7 9DQ,South East,Kent,Herne Bay and Sandwich,51.3747686,1.3053497,7725424042,Personal care,Homecare agencies; Supported living,Good,01/07/2022,0,www.seeability.org
1-10240769912,1-9053846889,Fairway,Registered,21/04/2021,68 The Fairway,Rochester,ME1 2LU,South East,Medway,Rochester and Strood,51.367789,0.5024671,7305929868,Personal care,Homecare agencies,,,0,www.nobeltcare.co.uk
1-10336570859,1-9718215831,Devoted Homecare,Registered,17/02/2021,"7 Metford, Evegate Business Park",Ashford,TN25 6SX,South East,Kent,Ashford,51.1131994,0.9535976,1797360788,Personal care,Homecare agencies,Good,08/07/2022,0,
1-1040390924,1-184500761,MCH House,Registered,28/11/2013,Bailey Drive,Gillingham,ME8 0PZ,South East,Medway,Gillingham and Rainham,51.365888,0.570855,3001233444,"Personal care; Transport services, triage and medical advice provided remotely; Maternity and midwifery services; Treatment of disease, disorder or injury; Surgical procedures; Diagnostic and screening procedures",Community services - Healthcare; Homecare agencies; Dentist; Doctors/Gps; Community services - Learning disabilities; Mobile doctors; Phone/online advice,,,0,
1-10409575620,1-7187418734,Glorycrown Healthcare Ltd,Registered,26/02/2021,"S07 Second Floor, Knightrider House",Maidstone,ME15 6LU,South East,Kent,Maidstone and Malling,51.2708829,0.5238981,1622804574,"Personal care; Treatment of disease, disorder or injury",Homecare agencies; Supported living,Good,22/12/2022,0,www.glorycrown.co.uk
1-104968428,1-101625791,Marbleside Care,Registered,29/11/2010,23-27 Eaton Road,Margate,CT9 1XB,South East,Kent,East Thanet,51.3846934,1.3802267,1843292616,Personal care,Homecare agencies,Good,07/11/2020,25,
1-10535404297,1-9969482563,Tiger Lily Care,Registered,12/03/2021,3 Eden Road,Rochester,ME3 8ST,South East,Medway,Rochester and Strood,51.451531,0.563545,1634253819,Personal care,Homecare agencies,Good,26/01/2023,0,www.tigerlilycare.co.uk
1-10535587136,1-8660052839,Henderson Health Care,Registered,15/03/2021,"Suite 104F, 26 Kings Hill Avenue",West Malling,ME19 4AE,South East,Kent,Maidstone and Malling,51.2768529,0.3967155,7871151673,Personal care,Homecare agencies,,,0,www.hendersonsupport.co.uk
1-1054132568,1-979719472,Figtree Care Services Ltd,Registered,08/04/2015,"Suite 15, The Base",Dartford,DA1 5FS,South East,Kent,Dartford,51.450223,0.214894,1322314878,Personal care,Homecare agencies,Requires improvement,18/01/2020,0,www.figtreecareservices.co.uk
1-10598322684,1-9742096317,Platinum living care,Registered,30/03/2021,119a,Gillingham,ME7 2YX,South East,Medway,Gillingham and Rainham,51.3723659,0.5587036,7930203237,Personal care,Homecare agencies; Supported living,,,0,www.platinumlivingcare.co.uk
1-10631096735,1-9773563733,Simplex Healthcare Limited,Registered,21/04/2021,8 Premier Way,Sittingbourne,ME10 2GU,South East,Kent,Sittingbourne and Sheppey,51.3653748,0.7422859,7956555212,Personal care,Homecare agencies,Good,27/10/2022,0,
1-10675883005,1-9621815588,Greener Pastures Ltd,Registered,09/04/2021,4 Grieves Road,Gravesend,DA11 7JG,South East,Kent,Gravesham,51.4241755,0.3543527,,Personal care,Homecare agencies,,,0,www.greener-pastures.co.uk
1-10724452227,1-9833333349,Elizabeths Rose Home Care,Registered,22/04/2021,"Ground Floor, 6 Kings Row",Maidstone,ME15 6AQ,South East,Kent,Maidstone and Malling,51.2607458,0.5266706,1622296224,Personal care,Homecare agencies,Good,16/03/2023,0,www.elizabethsrose.co.uk
1-107292415,1-101703451,Welcome Home,Registered,17/02/2011,Cliff View Gardens,Sheerness,ME12 4NH,South East,Kent,Sittingbourne and Sheppey,51.407863,0.9066672,1795510884,Personal care,Homecare agencies,Good,21/10/2022,5,
1-1074985387,1-1024772695,Beach House,Registered,06/12/2013,1 Beach Avenue,Birchington,CT7 9JS,South East,Kent,Herne Bay and Sandwich,51.3780413,1.3015755,1843845922,Personal care; Accommodation for persons who require nursing or personal care,Residential homes; Homecare agencies,Good,03/07/2018,9,
1-10757577665,1-9929887255,Zander Mackenzie Care U.K. Limited,Registered,03/05/2021,"Ground Floor, Christopher House",Dartford,DA2 6EF,South East,Kent,Dartford,51.4384459,0.2495944,,Personal care,Homecare agencies; Supported living,Good,26/10/2023,0,
1-10841906240,1-10678452104,Head First,Registered,29/06/2021,Grove Mills,Cranbrook,TN18 4AS,South East,Kent,Tunbridge Wells,51.0488339,0.5100494,1580752275,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,09/01/2020,0,
1-10869741250,1-9741829970,Rayron Care Limited,Registered,28/06/2021,"The Old Courthouse, New Road Avenue",Chatham,ME4 6BE,South East,Medway,Rochester and Strood,51.3816394,0.5227013,1634255130,Personal care,Homecare agencies,,,0,www.rayroncare.com
1-10882613597,1-118166337,Endurance Kent- Broadstairs,Registered,12/05/2021,20 Granville Road,Broadstairs,CT10 1QB,South East,Kent,East Thanet,51.3555526,1.4402649,1843866509,Personal care,Supported living,,,0,www.nationalcaregroup.com
1-10984191735,1-2186667355,Longfield Integrated Care Centre,Registered,19/07/2021,"Tuppence House, Brickfield Farm",Longfield,DA3 7PJ,South East,Kent,Dartford,51.3951207,0.312618,1474705237,"Personal care; Treatment of disease, disorder or injury; Diagnostic and screening procedures",Homecare agencies; Doctors/Gps,,,0,www.longfieldpolyclinic.co.uk
1-112047455,1-101642389,TerraBlu Homecare,Registered,07/01/2011,9 Calverley Park Crescent,Tunbridge Wells,TN1 2NB,South East,Kent,Tunbridge Wells,51.1324226,0.2675756,1892529429,Personal care,Homecare agencies,Requires improvement,23/04/2022,0,www.terrablu.co.uk
1-112095895,1-101724282,Park View Domiciliary Care,Registered,18/01/2011,22 William Pitt Avenue,Deal,CT14 9QF,South East,Kent,Dover and Deal,51.2231701,1.390635,7872014850,Personal care,Homecare agencies; Supported living,Good,19/10/2019,0,
1-11253506008,1-10535653233,Home Instead Medway,Registered,13/07/2021,33A High Street,Gillingham,ME8 7HX,South East,Medway,Gillingham and Rainham,51.364741,0.604826,1634557055,Personal care,Homecare agencies,Good,29/04/2023,0,www.homeinstead.co.uk/medway
1-112765382,1-101667073,Town & Country Homecare Limited,Registered,01/03/2011,Unit 3B Pickhill Business Centre,Tenterden,TN30 7LZ,South East,Kent,Weald of Kent,51.0531402,0.6936787,1580762244,Personal care,Homecare agencies,Good,15/08/2023,0,www.townandcountryhomecare.co.uk
1-113078318,1-101686916,"Bluebird Care Canterbury, Thanet, Folkestone and Dover",Registered,03/12/2010,The Archive Centre,Dover,CT16 3EH,South East,Kent,Dover and Deal,51.1533646,1.2917575,1843250638,Personal care,Homecare agencies; Supported living,Good,17/07/2019,0,www.bluebirdcare.co.uk
1-11385647269,1-10883678505,AHE Care Services Limited,Registered,03/12/2021,32 Balmoral Road,Gillingham,ME7 4PG,South East,Medway,Gillingham and Rainham,51.3856927,0.5491799,1634786616,Personal care,Homecare agencies,,,0,
1-114401141,1-101647407,Tender Loving Carers,Registered,10/01/2011,"108-109, John Wilson Business Park",Whitstable,CT5 3QT,South East,Kent,Canterbury,51.356493,1.056452,1227772515,Personal care,Homecare agencies,Good,02/12/2020,0,www.tenderlovingcarers.com
1-11492774691,1-8901614165,LOD Care and Case Management Ltd,Registered,20/10/2021,Mount Pleasant House,Tonbridge,TN12 9AG,South East,Kent,Weald of Kent,51.1854062,0.5088303,7812524906,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,,,0,
1-11499778921,1-10449009516,KEPA Care Solutions Limited,Registered,01/09/2021,"Suite D, Cliffe House",Rochester,ME2 4DY,South East,Medway,Rochester and Strood,51.3973524,0.5164053,7399126933,Personal care,Homecare agencies; Supported living,,,0,www.kepacare.co.uk
1-11567241962,1-118166337,National Care Group Kent Head Office,Registered,28/09/2021,"Suite 23, Kent Space",Chatham,ME5 8UD,South East,Medway,Chatham and Aylesford,51.3291356,0.5430154,1622580210,Personal care,Supported living,,,0,
1-11602771287,1-10155163472,Logic Care Solutions,Registered,06/10/2021,4 Bloors Lane,Gillingham,ME8 7EG,South East,Medway,Gillingham and Rainham,51.3671596,0.5971983,1634321967,Personal care,Homecare agencies,,,0,www.logiccaresolutions.co.uk/
1-11672985486,1-10955457205,Positive Solutions Kent CIC,Registered,21/09/2021,31 The Oaks,Ramsgate,CT12 5FN,South East,Kent,Herne Bay and Sandwich,51.3487308,1.3218938,,Personal care,Homecare agencies,,,0,
1-11673633571,1-5597146368,Atman Care,Registered,21/09/2021,6 Finchley Close,Dartford,DA1 1XR,South East,Kent,Dartford,51.4445604,0.2350972,7732686770,"Personal care; Treatment of disease, disorder or injury",Homecare agencies; Supported living,,,0,www.atmancare.co.uk
1-116961317,1-101675513,Thorndene,Registered,25/11/2010,Canterbury Road,Dover,CT15 7HZ,South East,Kent,Ashford,51.1391476,1.1627574,1303892244,Personal care; Accommodation for persons who require nursing or personal care,Residential homes; Supported living,,,17,www.thorndene.com
1-117049912,1-101640543,Camelot Lodge,Registered,03/11/2010,19 Christchurch Road,Folkestone,CT20 2SL,South East,Kent,Folkestone and Hythe,51.0804319,1.1715741,1303251215,Personal care; Accommodation for persons who require nursing or personal care,Residential homes; Homecare agencies,Good,20/02/2018,10,www.aclcarehomes.co.uk
1-11725605143,1-10687708149,Graceful Hands Care,Registered,01/11/2021,Avenue Business Centre,Chatham,ME4 6BA,South East,Medway,Rochester and Strood,51.38241,0.520716,7305929788,Personal care,Homecare agencies; Supported living,Requires improvement,18/03/2023,0,www.gracefulhandscare.co.uk
1-11726093188,1-10452194845,Open Doors Healthcare Services Ltd,Registered,04/10/2021,F01 Knightrider House,Maidstone,ME15 6LU,South East,Kent,Maidstone and Malling,51.2705911,0.5240053,7598724339,Personal care,Homecare agencies; Supported living,,,0,www.opendoorshealthcare.com
1-11745102196,1-935571070,Nexus Programme,Registered,04/10/2021,Bournewood Stores,Ashford,TN26 2HN,South East,Kent,Weald of Kent,51.0655375,0.857691,,Personal care,Supported living,Good,16/02/2023,0,www.nexusprogrammeltd.co.uk
1-118024554,1-101723348,Sunnybanks Home Care Service,Registered,10/12/2010,Little Basing,Cowden,TN8 7JU,South East,Kent,Tonbridge,51.143649,0.053385,7837406810,Personal care,Homecare agencies,Requires improvement,05/07/2019,0,
1-118306345,1-101658144,Rapid Care,Registered,26/11/2010,67 Station Road,Gillingham,ME8 7SB,South East,Medway,Gillingham and Rainham,51.3649296,0.6102404,1634377755,Personal care,Homecare agencies; Supported living,,,0,
1-118568862,1-101648925,ComCare,Registered,21/01/2011,Lower Herne Road,Herne Bay,CT6 7NE,South East,Kent,Herne Bay and Sandwich,51.3518724,1.1314132,1227365887,Personal care,Homecare agencies,Good,25/02/2023,0,www.strodepark.org.uk
1-118877200,1-101677449,LDC Supported Living,Registered,28/01/2011,109 Barton Road,Dover,CT16 2LX,South East,Kent,Dover and Deal,51.1348586,1.306108,1303276000,Personal care,Supported living,,,0,www.ldcdover.co.uk
1-118901967,1-101703352,Maylands,Registered,21/01/2011,Grosvenor Road,Whitstable,CT5 4NN,South East,Kent,Canterbury,51.348807,1.0225184,1227770232,Personal care; Accommodation for persons who require nursing or personal care,Residential homes; Supported living,Requires improvement,01/12/2021,18,www.whiterosecare.com
1-11909397939,1-5232257720,Vila Homecare,Registered,12/11/2021,Endeavour House,Dartford,DA1 2EN,South East,Kent,Dartford,51.4455434,0.210739,2033717015,Personal care,Homecare agencies; Supported living,Good,31/12/2022,0,www.vilahealthcare.co.uk/homecare
1-119183359,1-101723393,Direct Care (Kent),Registered,06/12/2010,20 High Street,Snodland,ME6 5DF,South East,Kent,Chatham and Aylesford,51.3301162,0.4420193,1634242499,Personal care,Homecare agencies,Good,19/06/2021,,
1-11958778286,1-10447871795,Kevin Cross Case Management Ltd,Registered,13/12/2021,"Unit 6, Ringles Business Park",Ashford,TN27 9LY,South East,Kent,Weald of Kent,51.1713505,0.6379047,7808845985,Personal care,Homecare agencies,,,0,
1-11984983358,1-10794429703,PentaCare (West Kent),Registered,07/12/2021,2 The Square,Sevenoaks,TN13 2AA,South East,Kent,Sevenoaks,51.283833,0.169609,1732905405,Personal care,Homecare agencies,Requires improvement,24/02/2023,0,www.pentacare.co.uk
1-120024595,1-101673251,Everycare (Medway/Swale) Limited,Registered,04/01/2011,"Suite 1, Delta House",Rochester,ME2 4HU,South East,Medway,Rochester and Strood,51.393063,0.513381,1634295630,Personal care,Homecare agencies; Supported housing,Good,13/11/2019,0,www.everycare.co.uk
1-120065835,1-101721352,Here2Care (Dartford),Registered,07/01/2011,"Suites 3.1, 3.3 & 4.2, First Floor office Suite",Dartford,DA1 5BU,South East,Kent,Dartford,51.4559746,0.2069674,1322225513,Personal care,Homecare agencies,Good,16/12/2020,0,www.here-2-care.co.uk
1-120635041,1-102642772,Pelham Road,Registered,10/01/2011,94 Pelham Road,Gravesend,DA11 0JB,South East,Kent,Gravesham,51.4369083,0.3579825,1474321079,Personal care,Supported living,Good,02/10/2019,0,www.efitzroy.org.uk
1-12069439966,1-11086270425,Haven Solutionz Ltd.,Registered,14/12/2021,2a 64,Dartford,DA1 1BX,South East,Kent,Dartford,51.4462611,0.2164311,2080506039,Personal care,Homecare agencies; Supported living,Good,23/05/2023,0,www.havensolutionz.co.uk
1-120785307,1-101667579,The Kent Autistic Trust - 14 High Street,Registered,21/01/2011,Brompton,Gillingham,ME7 5AE,South East,Medway,Rochester and Strood,51.3914607,0.5298619,1634405168,Personal care,Homecare agencies,Good,28/06/2019,0,www.kentautistic.com
1-120788654,1-101666913,Consultus Care And Nursing Ltd,Registered,01/12/2010,4 London Road,Tonbridge,TN10 3AB,South East,Kent,Tonbridge,51.201551,0.276153,1732355231,"Personal care; Treatment of disease, disorder or injury",Community services - Nursing; Homecare agencies; Rehabilitation (illness/injury),Good,20/02/2019,0,www.consultuscare.com
1-12174621096,1-11759540195,Courage Healthcare Ltd,Registered,10/12/2021,Office G02,Ashford,TN24 8DF,South East,Kent,Ashford,51.1501259,0.8744864,,Personal care,Supported living,,,0,
